Material_ID;Category;Range;Nature;Sub_Brand;Franchise;Fonction;Status;Saisonnalite;Date_de_Fin_De_Vie_EUROPE;Date_de_Fin_De_Vie_ASIA;Date_de_Lancement_WW
Material_ID_200;MAKE UP;Range_9;Nature_18;Sub_Brand_21;Franchise_73;POLISH;ACTIVE;SUM18;01/02/2024;;01/04/2018
Material_ID_201;MAKE UP;Range_9;Nature_18;Sub_Brand_21;Franchise_73;POLISH;ACTIVE;SUM18;01/02/2024;;01/04/2018
Material_ID_202;MAKE UP;Range_9;Nature_18;Sub_Brand_21;Franchise_73;POLISH;ACTIVE;SUM18;01/02/2024;;01/04/2018
Material_ID_203;MAKE UP;Range_1;Nature_17;Sub_Brand_20;Franchise_31;MONO POUDRE;ACTIVE;SUM18;01/02/2024;;01/04/2018
Material_ID_204;MAKE UP;Range_9;Nature_18;Sub_Brand_21;Franchise_73;POLISH;ACTIVE;SUM18;01/02/2024;;01/04/2018
Material_ID_205;MAKE UP;Range_9;Nature_18;Sub_Brand_21;Franchise_73;POLISH;ACTIVE;SUM18;01/02/2024;;01/04/2018
Material_ID_206;MAKE UP;Range_9;Nature_18;Sub_Brand_21;Franchise_73;POLISH;ACTIVE;SUM18;01/02/2024;;01/04/2018
Material_ID_207;MAKE UP;Range_9;Nature_18;Sub_Brand_21;Franchise_73;POLISH;ACTIVE;SUM18;01/02/2024;;01/04/2018
Material_ID_208;MAKE UP;Range_9;Nature_18;Sub_Brand_21;Franchise_73;POLISH;ACTIVE;SUM18;01/02/2024;;01/04/2018
Material_ID_209;MAKE UP;Range_9;Nature_18;Sub_Brand_21;Franchise_73;POLISH;ACTIVE;SUM18;01/02/2024;;01/04/2018
Material_ID_210;MAKE UP;Range_9;Nature_18;Sub_Brand_21;Franchise_73;POLISH;ACTIVE;SUM18;01/02/2024;;01/09/2018
Material_ID_211;MAKE UP;Range_1;Nature_17;Sub_Brand_20;Franchise_31;MONO POUDRE;ACTIVE;SUM18;01/02/2024;;01/04/2018
Material_ID_212;MAKE UP;Range_9;Nature_18;Sub_Brand_21;Franchise_73;POLISH;ACTIVE;SUM18;01/02/2024;;01/04/2018
Material_ID_213;MAKE UP;Range_9;Nature_18;Sub_Brand_21;Franchise_73;POLISH;ACTIVE;SUM18;01/02/2024;;01/04/2018
Material_ID_214;MAKE UP;Range_9;Nature_18;Sub_Brand_21;Franchise_73;POLISH;ACTIVE;SUM18;01/02/2024;;01/04/2018
Material_ID_215;MAKE UP;Range_9;Nature_18;Sub_Brand_21;Franchise_73;POLISH;ACTIVE;SUM18;01/02/2024;;01/04/2018
Material_ID_216;MAKE UP;Range_9;Nature_18;Sub_Brand_21;Franchise_73;POLISH;ACTIVE;SUM18;01/02/2024;;01/09/2018
Material_ID_217;MAKE UP;Range_8;Nature_22;Sub_Brand_25;Franchise_75;LIQUID FOUNDATION;ACTIVE;SUM18;01/09/2022;;01/02/2018
Material_ID_218;MAKE UP;Range_8;Nature_22;Sub_Brand_25;Franchise_75;LIQUID FOUNDATION;ACTIVE;SUM18;01/09/2022;;01/02/2018
Material_ID_219;MAKE UP;Range_8;Nature_22;Sub_Brand_25;Franchise_75;LIQUID FOUNDATION;ACTIVE;SUM18;01/09/2022;;01/02/2018
Material_ID_220;MAKE UP;Range_8;Nature_22;Sub_Brand_25;Franchise_75;LIQUID FOUNDATION;ACTIVE;SUM18;01/09/2022;;01/02/2018
Material_ID_221;MAKE UP;Range_8;Nature_15;Sub_Brand_16;Franchise_76;PRIMER;ACTIVE;SUM18;;;01/02/2018
Material_ID_222;MAKE UP;Range_8;Nature_22;Sub_Brand_25;Franchise_75;LIQUID FOUNDATION;ACTIVE;SUM18;01/09/2022;;01/02/2018
Material_ID_223;MAKE UP;Range_8;Nature_27;Sub_Brand_34;Franchise_77;BLUSH;ACTIVE;SUM18;01/02/2023;01/04/2023;01/09/2018
Material_ID_224;MAKE UP;Range_8;Nature_27;Sub_Brand_34;Franchise_77;BLUSH;ACTIVE;SUM18;01/02/2023;01/04/2023;01/09/2018
Material_ID_225;MAKE UP;Range_8;Nature_22;Sub_Brand_25;Franchise_75;LIQUID FOUNDATION;ACTIVE;SUM18;01/09/2022;;01/02/2018
Material_ID_226;MAKE UP;Range_8;Nature_27;Sub_Brand_34;Franchise_77;BLUSH;ACTIVE;SUM18;01/02/2023;01/04/2023;01/09/2018
Material_ID_227;MAKE UP;Range_6;Nature_7;Sub_Brand_7;Franchise_9;LIQUID LIPSTICK;ACTIVE;SUM18;01/02/2024;;01/04/2018
Material_ID_228;MAKE UP;Range_6;Nature_7;Sub_Brand_7;Franchise_9;LIQUID LIPSTICK;ACTIVE;SUM18;01/02/2024;;01/04/2018
Material_ID_229;MAKE UP;Range_6;Nature_7;Sub_Brand_7;Franchise_9;LIQUID LIPSTICK;ACTIVE;SUM18;01/02/2024;;01/04/2018
Material_ID_230;MAKE UP;Range_8;Nature_22;Sub_Brand_25;Franchise_75;LIQUID FOUNDATION;ACTIVE;SUM18;01/09/2022;;01/02/2018
Material_ID_231;MAKE UP;Range_6;Nature_7;Sub_Brand_7;Franchise_78;LIQUID LIPSTICK;ACTIVE;SUM18;01/09/2023;;01/04/2018
Material_ID_232;MAKE UP;Range_6;Nature_7;Sub_Brand_7;Franchise_9;LIQUID LIPSTICK;ACTIVE;SUM18;01/02/2024;;01/04/2018
Material_ID_233;MAKE UP;Range_6;Nature_7;Sub_Brand_7;Franchise_78;LIQUID LIPSTICK;ACTIVE;SUM18;01/09/2023;;01/04/2018
Material_ID_234;MAKE UP;Range_8;Nature_27;Sub_Brand_34;Franchise_77;BLUSH;ACTIVE;SUM18;01/02/2023;01/04/2023;01/09/2018
Material_ID_235;MAKE UP;Range_6;Nature_7;Sub_Brand_7;Franchise_9;LIQUID LIPSTICK;ACTIVE;SUM18;01/02/2024;;01/04/2018
Material_ID_236;MAKE UP;Range_6;Nature_7;Sub_Brand_7;Franchise_9;LIQUID LIPSTICK;ACTIVE;SUM18;01/02/2024;;01/04/2018
Material_ID_237;MAKE UP;Range_6;Nature_7;Sub_Brand_7;Franchise_9;LIQUID LIPSTICK;ACTIVE;SUM18;01/02/2024;;01/04/2018
Material_ID_238;MAKE UP;Range_6;Nature_7;Sub_Brand_7;Franchise_9;LIQUID LIPSTICK;ACTIVE;SUM18;01/02/2024;;01/04/2018
Material_ID_239;MAKE UP;Range_6;Nature_7;Sub_Brand_7;Franchise_9;LIQUID LIPSTICK;ACTIVE;SUM18;01/09/2023;;01/04/2018
Material_ID_240;MAKE UP;Range_6;Nature_7;Sub_Brand_7;Franchise_9;LIQUID LIPSTICK;ACTIVE;SUM18;01/02/2024;;01/04/2018
Material_ID_241;MAKE UP;Range_6;Nature_7;Sub_Brand_7;Franchise_9;LIQUID LIPSTICK;ACTIVE;SUM18;01/02/2024;;01/04/2018
Material_ID_242;SKINCARE;Range_12;Nature_19;Sub_Brand_22;Franchise_79;FIBER MASKS;;;;;
Material_ID_243;MAKE UP;Range_8;Nature_27;Sub_Brand_34;Franchise_77;BLUSH;ACTIVE;SUM18;01/02/2023;;01/09/2018
Material_ID_244;SKINCARE;Range_12;Nature_19;Sub_Brand_22;Franchise_80;FIBER MASKS;;;;;
Material_ID_245;MAKE UP;Range_8;Nature_27;Sub_Brand_34;Franchise_77;BLUSH;ACTIVE;SUM18;01/02/2023;01/04/2023;01/09/2018
Material_ID_246;MAKE UP;Range_8;Nature_22;Sub_Brand_25;Franchise_81;LIQUID FOUNDATION;;;;;
Material_ID_247;SKINCARE;Range_12;Nature_19;Sub_Brand_22;Franchise_82;FIBER MASKS;;;;;
Material_ID_248;MAKE UP;Range_6;Nature_7;Sub_Brand_7;Franchise_9;LIQUID LIPSTICK;ACTIVE;SUM18;01/02/2024;;01/04/2018
Material_ID_249;MAKE UP;Range_6;Nature_7;Sub_Brand_7;Franchise_9;LIQUID LIPSTICK;ACTIVE;SUM18;01/02/2024;;01/04/2018
Material_ID_250;MAKE UP;Range_8;Nature_27;Sub_Brand_34;Franchise_77;BLUSH;ACTIVE;SUM18;01/02/2023;01/04/2023;01/09/2018
Material_ID_251;MAKE UP;Range_8;Nature_27;Sub_Brand_34;Franchise_77;BLUSH;ACTIVE;SUM18;01/02/2023;01/04/2023;01/09/2018
Material_ID_252;MAKE UP;Range_6;Nature_29;Sub_Brand_26;Franchise_83;OTHER LIPS;;;;;
Material_ID_253;MAKE UP;Range_6;Nature_7;Sub_Brand_7;Franchise_78;LIQUID LIPSTICK;ACTIVE;SUM18;01/09/2023;;01/04/2018
Material_ID_254;MAKE UP;Range_6;Nature_7;Sub_Brand_7;Franchise_78;LIQUID LIPSTICK;ACTIVE;SUM18;01/09/2023;;01/04/2018
Material_ID_255;MAKE UP;Range_6;Nature_7;Sub_Brand_7;Franchise_78;LIQUID LIPSTICK;ACTIVE;SUM18;01/09/2023;;01/04/2018
Material_ID_256;MAKE UP;Range_6;Nature_7;Sub_Brand_7;Franchise_9;LIQUID LIPSTICK;ACTIVE;SUM18;01/02/2024;;01/04/2018
Material_ID_257;MAKE UP;Range_6;Nature_7;Sub_Brand_7;Franchise_9;LIQUID LIPSTICK;ACTIVE;SUM18;01/02/2024;;01/04/2018
Material_ID_258;MAKE UP;Range_8;Nature_22;Sub_Brand_37;Franchise_84;COMPACT FOUNDATION;ACTIVE;SUM18;01/09/2023;;01/09/2018
Material_ID_259;MAKE UP;Range_8;Nature_22;Sub_Brand_37;Franchise_84;COMPACT FOUNDATION;ACTIVE;SUM18;01/09/2023;;01/09/2018
Material_ID_260;MAKE UP;Range_8;Nature_22;Sub_Brand_37;Franchise_84;COMPACT FOUNDATION;ACTIVE;SUM18;01/09/2023;;01/09/2018
Material_ID_261;MAKE UP;Range_6;Nature_7;Sub_Brand_7;Franchise_9;LIQUID LIPSTICK;ACTIVE;SUM18;01/02/2024;;01/04/2018
Material_ID_262;MAKE UP;Range_8;Nature_22;Sub_Brand_37;Franchise_84;COMPACT FOUNDATION;ACTIVE;SUM18;01/09/2023;;01/09/2018
Material_ID_263;MAKE UP;Range_8;Nature_22;Sub_Brand_37;Franchise_84;COMPACT FOUNDATION;ACTIVE;SUM18;01/09/2023;;01/09/2018
Material_ID_264;MAKE UP;Range_1;Nature_30;Sub_Brand_1;Franchise_85;CRAYON;;;;;
Material_ID_265;MAKE UP;Range_8;Nature_22;Sub_Brand_37;Franchise_84;COMPACT FOUNDATION;ACTIVE;SUM18;01/09/2023;;01/09/2018
Material_ID_266;MAKE UP;Range_6;Nature_7;Sub_Brand_7;Franchise_9;LIQUID LIPSTICK;ACTIVE;SUM18;01/02/2024;;01/04/2018
Material_ID_267;MAKE UP;Range_6;Nature_7;Sub_Brand_7;Franchise_9;LIQUID LIPSTICK;ACTIVE;SUM18;01/02/2024;;01/04/2018
Material_ID_268;MAKE UP;Range_6;Nature_7;Sub_Brand_7;Franchise_9;LIQUID LIPSTICK;ACTIVE;SUM18;01/02/2024;;01/04/2018
Material_ID_269;MAKE UP;Range_6;Nature_7;Sub_Brand_7;Franchise_9;LIQUID LIPSTICK;ACTIVE;SUM18;01/02/2024;;01/04/2018
Material_ID_270;MAKE UP;Range_1;Nature_1;Sub_Brand_1;Franchise_19;CRAYON;;;;;
Material_ID_271;MAKE UP;Range_1;Nature_1;Sub_Brand_17;Franchise_86;FELT LINER;ACTIVE;SUM18;;;01/02/2019
Material_ID_272;MAKE UP;Range_8;Nature_9;Sub_Brand_38;Franchise_87;CORRECTOR;ACTIVE;SUM18;01/04/2024;;01/02/2019
Material_ID_273;SKINCARE;Range_12;Nature_21;Sub_Brand_39;Franchise_88;SPECIFIC CARE;ACTIVE;SUM18;01/04/2023;01/06/2023;01/04/2019
Material_ID_274;MAKE UP;Range_6;Nature_25;Sub_Brand_30;Franchise_89;GLOSS;;;;;
Material_ID_275;MAKE UP;Range_8;Nature_22;Sub_Brand_25;Franchise_75;LIQUID FOUNDATION;ACTIVE;SUM18;01/09/2022;;01/02/2019
Material_ID_276;MAKE UP;Range_8;Nature_22;Sub_Brand_25;Franchise_75;LIQUID FOUNDATION;ACTIVE;SUM18;01/09/2022;;01/02/2019
Material_ID_277;MAKE UP;Range_6;Nature_6;Sub_Brand_6;Franchise_43;LIPSTICK;ACTIVE;SUM18;01/02/2024;;01/02/2019
Material_ID_278;MAKE UP;Range_8;Nature_22;Sub_Brand_37;Franchise_84;COMPACT FOUNDATION;ACTIVE;SUM18;01/09/2023;;01/09/2018
Material_ID_279;MAKE UP;Range_1;Nature_1;Sub_Brand_17;Franchise_86;FELT LINER;ACTIVE;SUM18;;;01/02/2019
Material_ID_280;MAKE UP;Range_8;Nature_22;Sub_Brand_37;Franchise_84;COMPACT FOUNDATION;ACTIVE;SUM18;01/09/2023;;01/09/2018
Material_ID_281;MAKE UP;Range_6;Nature_6;Sub_Brand_6;Franchise_43;LIPSTICK;ACTIVE;SUM18;01/02/2024;;01/02/2019
Material_ID_282;MAKE UP;Range_6;Nature_6;Sub_Brand_6;Franchise_43;LIPSTICK;ACTIVE;SUM18;01/02/2024;;01/02/2019
Material_ID_283;MAKE UP;Range_8;Nature_22;Sub_Brand_37;Franchise_84;COMPACT FOUNDATION;ACTIVE;SUM18;01/09/2023;;01/09/2018
Material_ID_284;MAKE UP;Range_8;Nature_22;Sub_Brand_37;Franchise_84;COMPACT FOUNDATION;ACTIVE;SUM18;01/09/2023;;01/09/2018
Material_ID_285;MAKE UP;Range_8;Nature_22;Sub_Brand_37;Franchise_84;COMPACT FOUNDATION;ACTIVE;SUM18;01/09/2023;;01/09/2018
Material_ID_286;MAKE UP;Range_8;Nature_22;Sub_Brand_37;Franchise_84;COMPACT FOUNDATION;ACTIVE;SUM18;01/09/2023;;01/09/2018
Material_ID_287;MAKE UP;Range_8;Nature_22;Sub_Brand_37;Franchise_84;COMPACT FOUNDATION;ACTIVE;SUM18;01/09/2023;;01/09/2018
Material_ID_288;MAKE UP;Range_8;Nature_22;Sub_Brand_37;Franchise_84;COMPACT FOUNDATION;ACTIVE;SUM18;01/09/2023;;01/09/2018
Material_ID_289;MAKE UP;Range_8;Nature_22;Sub_Brand_37;Franchise_84;COMPACT FOUNDATION;ACTIVE;SUM18;01/09/2023;;01/09/2018
Material_ID_290;MAKE UP;Range_1;Nature_1;Sub_Brand_1;Franchise_19;CRAYON;;;;;
Material_ID_291;MAKE UP;Range_6;Nature_6;Sub_Brand_6;Franchise_43;LIPSTICK;ACTIVE;SUM18;01/02/2024;;01/02/2019
Material_ID_292;MAKE UP;Range_6;Nature_6;Sub_Brand_6;Franchise_43;LIPSTICK;ACTIVE;SUM18;01/02/2024;;01/02/2019
Material_ID_293;MAKE UP;Range_1;Nature_1;Sub_Brand_1;Franchise_19;CRAYON;;;;;
Material_ID_294;MAKE UP;Range_8;Nature_22;Sub_Brand_25;Franchise_75;LIQUID FOUNDATION;ACTIVE;SUM18;01/09/2022;;01/02/2019
Material_ID_295;MAKE UP;Range_8;Nature_22;Sub_Brand_25;Franchise_75;LIQUID FOUNDATION;ACTIVE;SUM18;01/09/2022;;01/02/2019
Material_ID_296;MAKE UP;Range_8;Nature_9;Sub_Brand_38;Franchise_87;CORRECTOR;ACTIVE;SUM18;01/04/2024;;01/02/2019
Material_ID_297;MAKE UP;Range_6;Nature_6;Sub_Brand_6;Franchise_43;LIPSTICK;ACTIVE;SUM18;01/02/2024;;01/02/2019
Material_ID_298;MAKE UP;Range_6;Nature_6;Sub_Brand_6;Franchise_43;LIPSTICK;ACTIVE;SUM18;01/02/2024;;01/02/2019
Material_ID_299;MAKE UP;Range_6;Nature_6;Sub_Brand_6;Franchise_43;LIPSTICK;ACTIVE;SUM18;01/02/2024;;01/02/2019
Material_ID_300;MAKE UP;Range_8;Nature_22;Sub_Brand_25;Franchise_75;LIQUID FOUNDATION;ACTIVE;SUM18;01/09/2022;;01/02/2019
Material_ID_301;MAKE UP;Range_6;Nature_6;Sub_Brand_6;Franchise_43;LIPSTICK;ACTIVE;SUM18;01/02/2024;;01/02/2019
Material_ID_302;MAKE UP;Range_6;Nature_6;Sub_Brand_6;Franchise_43;LIPSTICK;ACTIVE;SUM18;01/02/2024;;01/02/2019
Material_ID_303;MAKE UP;Range_6;Nature_25;Sub_Brand_30;Franchise_90;GLOSS;SPECIFIC;SUM18;;;01/02/2019
Material_ID_304;MAKE UP;Range_6;Nature_6;Sub_Brand_6;Franchise_91;LIPSTICK;SPECIFIC;SUM18;;;01/02/2019
Material_ID_305;SKINCARE;Range_12;Nature_19;Sub_Brand_40;Franchise_92;BODY MOISTURIZERS;ACTIVE;SUM18;01/04/2023;;01/09/2019
Material_ID_306;MAKE UP;Range_6;Nature_6;Sub_Brand_6;Franchise_91;LIPSTICK;SPECIFIC;SUM18;;;01/02/2019
Material_ID_307;MAKE UP;Range_6;Nature_6;Sub_Brand_6;Franchise_91;LIPSTICK;ACTIVE;SUM18;01/02/2024;;01/02/2019
Material_ID_308;MAKE UP;Range_6;Nature_6;Sub_Brand_6;Franchise_91;LIPSTICK;SPECIFIC;SUM18;;;01/02/2019
Material_ID_309;MAKE UP;Range_6;Nature_6;Sub_Brand_6;Franchise_91;LIPSTICK;ACTIVE;SUM18;01/02/2024;;01/02/2019
Material_ID_310;MAKE UP;Range_6;Nature_6;Sub_Brand_6;Franchise_91;LIPSTICK;ACTIVE;SUM18;01/02/2024;;01/02/2019
Material_ID_311;MAKE UP;Range_6;Nature_25;Sub_Brand_30;Franchise_90;GLOSS;SPECIFIC;SUM18;;;01/02/2019
Material_ID_312;MAKE UP;Range_6;Nature_25;Sub_Brand_30;Franchise_90;GLOSS;SPECIFIC;SUM18;;;01/02/2019
Material_ID_313;MAKE UP;Range_6;Nature_6;Sub_Brand_6;Franchise_91;LIPSTICK;ACTIVE;SUM18;01/02/2024;;01/02/2019
Material_ID_314;MAKE UP;Range_6;Nature_6;Sub_Brand_6;Franchise_91;LIPSTICK;ACTIVE;SUM18;01/02/2024;;01/02/2019
Material_ID_315;SKINCARE;Range_12;Nature_19;Sub_Brand_40;Franchise_92;BODY MOISTURIZERS;ACTIVE;SUM18;01/04/2023;;01/09/2019
Material_ID_316;MAKE UP;Range_6;Nature_6;Sub_Brand_6;Franchise_91;LIPSTICK;SPECIFIC;SUM18;;;01/02/2019
Material_ID_317;MAKE UP;Range_6;Nature_6;Sub_Brand_6;Franchise_91;LIPSTICK;ACTIVE;SUM18;01/02/2024;;01/02/2019
Material_ID_318;SKINCARE;Range_12;Nature_19;Sub_Brand_22;Franchise_93;FIBER MASKS;;;;;
Material_ID_319;ACCESSORIES;Range_7;Nature_8;Sub_Brand_18;Franchise_94;TWEEZERS;ACTIVE;SUM18;;;01/09/2019
Material_ID_320;MAKE UP;Range_6;Nature_6;Sub_Brand_6;Franchise_91;LIPSTICK;ACTIVE;SUM18;01/02/2024;;01/02/2019
Material_ID_321;SKINCARE;Range_12;Nature_19;Sub_Brand_40;Franchise_92;BODY MOISTURIZERS;ACTIVE;SUM18;01/04/2023;;01/09/2019
Material_ID_322;SKINCARE;Range_12;Nature_21;Sub_Brand_39;Franchise_95;OTHER MASKS;ACTIVE;SUM18;01/09/2022;01/02/2023;01/04/2019
Material_ID_323;ACCESSORIES;Range_7;Nature_8;Sub_Brand_18;Franchise_96;TWEEZERS;ACTIVE;SUM18;;;01/09/2019
Material_ID_324;MAKE UP;Range_1;Nature_17;Sub_Brand_20;Franchise_31;MONO POUDRE;ACTIVE;SUM18;01/02/2024;;01/04/2019
Material_ID_325;MAKE UP;Range_6;Nature_6;Sub_Brand_6;Franchise_91;LIPSTICK;SPECIFIC;SUM18;;;01/02/2019
Material_ID_326;MAKE UP;Range_6;Nature_6;Sub_Brand_6;Franchise_91;LIPSTICK;ACTIVE;SUM18;01/02/2024;;01/02/2019
Material_ID_327;ACCESSORIES;Range_7;Nature_8;Sub_Brand_8;Franchise_40;MANICURE;ACTIVE;SUM18;;;01/09/2019
Material_ID_328;ACCESSORIES;Range_4;Nature_4;Sub_Brand_4;Franchise_97;MAKE UP BRUSH SINGLE;ACTIVE;SUM19;01/02/2024;;01/04/2019
Material_ID_329;ACCESSORIES;Range_4;Nature_4;Sub_Brand_4;Franchise_97;MAKE UP BRUSH SINGLE;ACTIVE;SUM19;01/02/2024;;01/04/2019
Material_ID_330;MAKE UP;Range_8;Nature_22;Sub_Brand_25;Franchise_81;LIQUID FOUNDATION;SPECIFIC;SUM18;;;01/02/2019
Material_ID_331;SKINCARE;Range_12;Nature_19;Sub_Brand_22;Franchise_98;FIBER MASKS;;;;;
Material_ID_332;MAKE UP;Range_8;Nature_22;Sub_Brand_25;Franchise_81;LIQUID FOUNDATION;SPECIFIC;SUM18;;;01/02/2019
Material_ID_333;SKINCARE;Range_12;Nature_19;Sub_Brand_22;Franchise_99;FIBER MASKS;;;;;
Material_ID_334;ACCESSORIES;Range_7;Nature_8;Sub_Brand_18;Franchise_94;TWEEZERS;ACTIVE;SUM18;;;01/09/2019
Material_ID_335;MAKE UP;Range_1;Nature_17;Sub_Brand_20;Franchise_31;MONO POUDRE;ACTIVE;SUM18;01/02/2024;;01/04/2019
Material_ID_336;MAKE UP;Range_1;Nature_17;Sub_Brand_20;Franchise_31;MONO POUDRE;ACTIVE;SUM18;01/02/2024;;01/04/2019
Material_ID_337;MAKE UP;Range_1;Nature_17;Sub_Brand_20;Franchise_31;MONO POUDRE;ACTIVE;SUM18;01/02/2024;;01/04/2019
Material_ID_338;ACCESSORIES;Range_14;Nature_31;Sub_Brand_41;Franchise_100;SPONGES;ACTIVE;FALL19;01/09/2022;;01/09/2019
Material_ID_339;ACCESSORIES;Range_4;Nature_4;Sub_Brand_4;Franchise_97;MAKE UP BRUSH SINGLE;ACTIVE;SUM19;01/02/2024;;01/04/2019
Material_ID_340;MAKE UP;Range_8;Nature_22;Sub_Brand_25;Franchise_81;LIQUID FOUNDATION;SPECIFIC;SUM18;;;01/02/2019
Material_ID_341;MAKE UP;Range_6;Nature_32;Sub_Brand_42;Franchise_101;;ACTIVE;SUM20;01/02/2023;01/04/2023;01/04/2020
Material_ID_342;ACCESSORIES;Range_4;Nature_4;Sub_Brand_4;Franchise_97;MAKE UP BRUSH SINGLE;ACTIVE;SUM19;01/02/2024;;01/04/2019
Material_ID_343;ACCESSORIES;Range_4;Nature_4;Sub_Brand_4;Franchise_97;MAKE UP BRUSH SINGLE;ACTIVE;SUM19;01/02/2024;;01/04/2019
Material_ID_344;MAKE UP;Range_6;Nature_32;Sub_Brand_42;Franchise_101;;ACTIVE;SUM20;01/02/2023;;01/04/2020
Material_ID_345;MAKE UP;Range_6;Nature_14;Sub_Brand_15;Franchise_102;LIP LINER;ACTIVE;SP20;;;01/02/2020
Material_ID_346;MAKE UP;Range_6;Nature_14;Sub_Brand_15;Franchise_102;LIP LINER;ACTIVE;SP20;;;01/02/2020
Material_ID_347;MAKE UP;Range_6;Nature_14;Sub_Brand_15;Franchise_102;LIP LINER;ACTIVE;SP20;;;01/02/2020
Material_ID_348;SKINCARE;Range_15;Nature_33;Sub_Brand_43;Franchise_103;COLOR;;;;;
Material_ID_349;MAKE UP;Range_8;Nature_15;Sub_Brand_44;Franchise_104;BASE&CORR;ACTIVE;SUM19;01/09/2022;01/06/2023;01/04/2019
Material_ID_350;SKINCARE;Range_12;Nature_21;Sub_Brand_33;Franchise_61;BODY MOISTURIZERS;ACTIVE;SP20;01/02/2023;01/09/2022;01/02/2020
Material_ID_351;SKINCARE;Range_12;Nature_19;Sub_Brand_22;Franchise_98;FIBER MASKS;;;;;
Material_ID_352;MAKE UP;Range_1;Nature_17;Sub_Brand_9;Franchise_105;LIQUID;ACTIVE;SUM20;01/09/2024;;01/04/2020
Material_ID_353;MAKE UP;Range_1;Nature_17;Sub_Brand_9;Franchise_105;LIQUID;ACTIVE;SUM20;01/09/2024;;01/04/2020
Material_ID_354;MAKE UP;Range_1;Nature_17;Sub_Brand_20;Franchise_31;MONO POUDRE;ACTIVE;SUM18;01/02/2024;;01/04/2019
Material_ID_355;MAKE UP;Range_1;Nature_17;Sub_Brand_20;Franchise_31;MONO POUDRE;ACTIVE;SUM18;01/02/2024;;01/04/2019
Material_ID_356;SKINCARE;Range_12;Nature_21;Sub_Brand_24;Franchise_41;REMOVERS;ACTIVE;FALL19;01/09/2023;01/09/2023;01/09/2019
Material_ID_357;SKINCARE;Range_12;Nature_21;Sub_Brand_24;Franchise_41;REMOVERS;ACTIVE;FALL19;01/09/2023;01/09/2023;01/09/2019
Material_ID_358;SKINCARE;Range_12;Nature_21;Sub_Brand_24;Franchise_41;REMOVERS;ACTIVE;FALL19;01/09/2023;01/09/2023;01/09/2019
Material_ID_359;MAKE UP;Range_1;Nature_17;Sub_Brand_20;Franchise_31;MONO POUDRE;ACTIVE;SP24;01/02/2024;;01/04/2019
Material_ID_360;MAKE UP;Range_1;Nature_30;Sub_Brand_45;Franchise_106;CRAYON;ACTIVE;SP20;01/09/2022;;01/02/2020
Material_ID_361;MAKE UP;Range_6;Nature_25;Sub_Brand_46;Franchise_55;;ACTIVE;SUM20;;;01/04/2020
Material_ID_362;MAKE UP;Range_8;Nature_22;Sub_Brand_25;Franchise_81;LIQUID FOUNDATION;SPECIFIC;SUM18;;;01/02/2019
Material_ID_363;ACCESSORIES;Range_14;Nature_31;Sub_Brand_41;Franchise_100;SPONGES;ACTIVE;FALL19;01/09/2022;;01/09/2019
Material_ID_364;SKINCARE;Range_12;Nature_21;Sub_Brand_24;Franchise_107;OTHERS;ACTIVE;SP22;;;01/02/2022
Material_ID_365;MAKE UP;Range_1;Nature_17;Sub_Brand_20;Franchise_31;MONO POUDRE;ACTIVE;SUM18;01/02/2024;;01/04/2019
Material_ID_366;MAKE UP;Range_6;Nature_32;Sub_Brand_42;Franchise_101;;ACTIVE;SUM20;01/02/2023;01/04/2023;01/04/2020
Material_ID_367;MAKE UP;Range_6;Nature_14;Sub_Brand_15;Franchise_102;LIP LINER;ACTIVE;SP20;;;01/02/2020
Material_ID_368;MAKE UP;Range_6;Nature_14;Sub_Brand_15;Franchise_102;LIP LINER;ACTIVE;SP20;;;01/02/2020
Material_ID_369;ACCESSORIES;Range_4;Nature_4;Sub_Brand_4;Franchise_97;MAKE UP BRUSH SINGLE;ACTIVE;SUM19;01/02/2024;;01/04/2019
Material_ID_370;ACCESSORIES;Range_4;Nature_4;Sub_Brand_4;Franchise_97;MAKE UP BRUSH SINGLE;ACTIVE;SUM19;01/02/2024;;01/04/2019
Material_ID_371;ACCESSORIES;Range_4;Nature_4;Sub_Brand_4;Franchise_97;MAKE UP BRUSH SINGLE;ACTIVE;SUM19;01/02/2024;;01/04/2019
Material_ID_372;MAKE UP;Range_6;Nature_6;Sub_Brand_6;Franchise_69;LIPSTICK;ACTIVE;FALL19;01/02/2023;;01/09/2019
Material_ID_373;SKINCARE;Range_12;Nature_21;Sub_Brand_33;Franchise_108;BODY EXFOLIATORS;ACTIVE;SP20;01/02/2023;01/04/2023;01/02/2020
Material_ID_374;MAKE UP;Range_1;Nature_16;Sub_Brand_19;Franchise_109;NON WATERPROOF;ACTIVE;SP20;;;01/02/2020
Material_ID_375;ACCESSORIES;Range_4;Nature_4;Sub_Brand_4;Franchise_97;MAKE UP BRUSH SINGLE;ACTIVE;SUM19;01/02/2024;;01/04/2019
Material_ID_376;MAKE UP;Range_6;Nature_14;Sub_Brand_15;Franchise_102;LIP LINER;ACTIVE;SP20;;;01/02/2020
Material_ID_377;MAKE UP;Range_6;Nature_14;Sub_Brand_15;Franchise_102;LIP LINER;ACTIVE;SP20;;;01/02/2020
Material_ID_378;MAKE UP;Range_6;Nature_14;Sub_Brand_15;Franchise_102;LIP LINER;ACTIVE;SP20;;;01/02/2020
